text,sentiment_class
"Don't do the ""deluxe pedicure."" It costs $45 on top of the regular shellac pedicure fee. By the time I left, I spent $105 for a shellac mani-pedi (w/ the deluxe pedi fee).  If you opt out of the deluxe pedicure, the cost for a shellac mani-pedi is $60.  Still pricy but fair (unlike the deluxe pedi). Not really happy about that. They don't have things written down and the technicians have heavy Vietnamese accents. It's hard to know what's going on but that's the trade off for late hours.",positive
The raspberry wheat beer is delicious!,positive
"So happy I tried this place, the Pulled pork sandwich was Awesome !",positive
"Seems like an odd setup at first, but it works.",positive
"Awesome 
Food great product",positive
Yummmm... Grill cheese after a fantastic anniversary party...,positive
Closed on Tuesdays!,negative
$10 a drink,neutral
"Good General Tao chicken, small bite size boneless chicken covers with slightly spicy sour and sweet sauce. Better than a lot of Chinese restaurant nearby.",negative
Great for shipping large items. They have better prices than UPS and are friendlier than USPS.,positive
Good standby for lunch.,positive
"Great place to get a few drinks, food, and watch the game!  Love it!",positive
Tucked inside a building and their Prix Fix Menu has less to offer than what's available on their website,positive
The best pizza ever.,positive
Chocolate cheesecake is amazing!,positive
Very good!,positive
They have rats..roaches..convicted felons are accepted as well!! Worst apartment with horrible managers who dont give a crap!!!,negative
Artsy. Lovely. You Must visit here.,positive
They tend to run out of iced coffee and everything bagels early on in the day,positive
Hanging outside the White Dog with Chris and Donna,neutral
Gettin my vegan on.,neutral
Just had the RUDEST service of my life here this morning. Some idiot male jock in a salmon pink shirt tried to convince me that FREEZING cold hard boiled eggs is how you make poached eggs. YOU'RE A MORON. QUIT YOUR JOB. I won't be back til you do.,negative
Turned away for wearing jeans and a T-shirt.,neutral
An excellent source of Gypsy Punk.,positive
Muffuletta,neutral
Great.,positive
Great bagels,positive
Yum! Perfectly spicy salsa with super salty (in a good way) chips. Not your average bland chips and salsa.,positive
"The pizza is good, but if you live in a new development, expect any deliveries to get lost. Pick up is your best bet in this instance.",positive
"Miso salmon. Ohhh, how you keep coming to mind.",neutral
"Excellent Meal, Excellent Service!
Lemon Orzo soup, Fish Spread, Hummas, Greek Salads ...awesome!! 
Great Meal, Great Service!!
Love this place.. Awesome!!",positive
They delivery til 4am and have gluten free pizza,positive
Angela at burgerfi in Seminole was amazing. Very friendly and the food was amazing.,positive
Horrible service - highly disappointed!!!,negative
Adorable outdoor seating,positive
Elevator access is beside the staircase near the entrance behind glass doors.,negative
Just had a marvelous lunch of Chile Verde. Homemade and authentic.,positive
"Good selection for a local bar, the kitchen staff puts out some great dishes.",positive
Shop elsewhere.,neutral
This is basically an idaho HOOTERS... NOT CLASSY.. husband actually walked out..embarassed... very loud gals.  4 infact at hostess stand hollaring. Hi yall!!!  Not a fan,positive
Because....,neutral
If I could give no star's I would terrible bring back the original Melrose,negative
Great local brewpub!,positive
Free wifi,positive
Great beer choices!,positive
Laser hair removal :),positive
First time live music was cool. Nice scene,positive
"Yum, and I'm not even vegetarian.",neutral
"Saturday parking is crazy with the car show, eat first and security will let you park before you walk the cars",negative
"Fast, friendly, tasty. First time, won't be the last.",positive
Great food!,positive
"Just FYI, just went today and the place is permanently closed.",negative
Great food and service!,positive
They're opening a Main Street Poké in downtown Fishers in mid-November!,positive
all natural chicken,negative
Great place to watch sports with good food.,positive
"Lauren.
It was a good place, very nice looking.",positive
The waiting rooms are equipped with snacks and coffee drinks.,neutral
"Never assume they stop serving breakfast. Be sure to ask, we came in under the wire :)",positive
Good happy hour options,positive
"Although this is an enjoyable course that is well maintained, slow play brings it down 2 stars.  Great, friendly staff.  Food in the clubhouse is pretty good.  Good and beverage cart is well stocked and makes its way around the course so you will easily have it pass by 3 or 4 times a round.
I have never played here without being frustrated with the constant waiting on just about every hole.  On weekends you should plan on 5 hours or more to play 18.",positive
"Service is fantastic! Way better than you would expect from a ""fast food"" joint!",positive
"Epic Bison Bacon Cranberry Bar. Vegetarian fed, antibiotic and growth stimulant free. Cranberries, brown sugar, sea salt and bacon sans nitrates/nitrites. $2.49",positive
2 for one drafts on game day,negative
Payed $18 and the wash was mediocre. Never again,negative
Stay away until the remodeling is completed.,neutral
People don't know how to spell or pronounce names my expectations are low now,neutral
I've had better frozen pizzas,positive
Get the seafood mofongo. Decent size for the price ($11). That's about 2 tacos anyway,positive
Excellent BBQ :),positive
The trains are noisy and run l night.,neutral
Breakfast flow,neutral
Nice dandelion salad & salmon & trout pate with cocktails!,positive
"Fresh food, great service.",positive
Great customer service and food with an outstanding view at an affordable price,positive
Great soup in fall and winter!,positive
They can be A LOT more organized.,positive
Best steakhouse in town. A bit pricey but worth every morse !!,positive
Client's paying... Good times!,positive
Stop and smell the roses!,neutral
Check their Facebook page for the coupons of the month!,neutral
Dinner!,neutral
Rittenhouse Square location has closed. I know--I'm disappointed too!,negative
"Non-smoking, happy hour Monday-Friday, 11-7, $1 off drinks",positive
All the paintings and art on the walls are for sale.,neutral
Why are you so good?,positive
Food tasted bad. Whole vibe was kinda off too. Idk. Weird place.,negative
Jeff and Tony were awesome today. 4 tires installed and balanced. Will use again,positive
Green chili waffle. Savory and delicious.,positive
World class!,neutral
Not a stand alone cafe but a kiosk inside the grocery store. They're currently under renovation but still open.,neutral
Check in on Yelp before ordering. I missed I out on a free canoli. Saved offer for my next visit.,positive
Portions are generous!,neutral
Great fish tacos!!!,positive
Scoutmob 50% off,neutral
great lunch special at $9.95 comes with soup and a good selection..always fresh,positive
Pesto pizza and Bianca pizza - not bad,positive
First day of the season for chicken noodle sauce.,negative
New to the main line and love coming here.,positive
Onion soup is the best!!!,positive
No baked potatoes now with steak until after 5PM. And chili is gone from the menu. Ugh.,neutral
Beautiful venue. Old world.,positive
"In the complex called ""The Factory"". An art, community center, and restaurants in an old factory.",negative
Very friendly staff and some good stuff!!!,positive
You can sponsor the bar cat for $5 and wear a special pin. I guess!,positive
Excellent for steak and a brew!,positive
"Go with ""The Original""",positive
Come here any night,neutral
Get the 4 Horsemen so you can sample everything. Its a lot of food!,neutral
